site_category_lv1,overall_rating,review_title,review_text
Casa e Construção,1,Transformador 110/220 vice versa.,"Recebi o produto, Muito bem apresentável, no entanto ao ligar, demorou uma hora e queimou. Importante frisar, que foi observado as exigências para utilização do aparelho: Voltage, capacidade especificada pelo fabricante: 50Watts máximo. Aparelho utilizado: ventilador com capacidade de até 36 Whatt. Portanto, espero que seja informado ao fornecedor e como resolver a situação apresentada."
Utilidades Domésticas,3,Opinião,O produto muito bom mas a pintura de algumas peças está saindo
Celulares e Smartphones,5,Excelente!!!,Aparelho maravilhoso!!! Ótimo custo benefício. Recomendo!
Alimentos e Bebidas,5,Produto perfeito,O produto atendeu plenamente as minhas exoectativas
Celulares e Smartphones,1,Totalmente insatisfeito,O prazo de entrega dado na hora compra totalmente deferente do real..
Livros,4,Diversão e autoajuda,"O livro é bem leve, divertido e ao mesmo tempo cheio de reflexões sobre a vida."
Móveis,2,FRÁGIL,"O produto é frágil e tem perfil para quarto de bebê. Se tivesse visto pessoalmente, não teria comprado."
Moda,5,Gostei muito produto!,"Conheço as peças da Malvee, são sempre muito boas."
Casa e Construção,5,Linda torneira,"Muito bonita, além de ser eficiente. Qualidade incrivel.. recomendo"
Celulares e Smartphones,4,Ótimo,"Muito bom. Comprei pra mim, depois comprei pra minha esposa."
Informática e Acessórios,5,Entrega e qualidade do produto,Entrega realizada dentro do prazo estabelecido e produto de excelente qualidade
Eletrodomésticos,3,Gostei apenas,Tem que medir bem antes de instalar da muito trabalho pois não vem com um molde para medir onde furar!
Eletroportáteis,5,Muito bom,Sensacional o produto. Superou minhas expectativas
Esporte e Lazer,3,bom,"produto bom, os kelmes mais caros são melhores e muito mais confortaveis que este"
Games,1,não funciona,"instalei no meu computador, e só aparece o som, imagem nada, o parceiro não deu importância"
Eletroportáteis,3,Gostei,O único problema é  que o fluxo de água gelada é baixo
Bebês,3,Bom,"Produto bom, porem nao vem tampão para a valvula de escape de agua so uma mangueira que tem que deixar para cima para a agua nao cair."
Livros,5,Entrega rápida,São lindos. Papel de qualidade e acabamento perfeito.
Eletrodomésticos,5,Formidável,"Qualidade do produto é tão 10 que dispensa comentários. Entrega então, nem se fala, no site fui informado de que receberia a mercadoria e até 5 dias, mas para minha surpresa recebi no segundo dia útil. Tão bom que se melhorar estraga."
Informática e Acessórios,5,Gostei,Gostei do material e chegou em tempo esperado. Recomendo a loja.
TV e Home Theater,4,Eu recomendo,"Excelente produto, entrega rápida. Minha mãe adorou o presente."
TV e Home Theater,5,conforme o esperado,produto de bom material e é um cabo qur faz o que promete kkkkkkkkkk
Pet Shop,4,Muito bom,"Produto bom ,encaixa bem no sofá os gatos amaram ,brincam direto, ."
Celulares e Smartphones,3,Bom aparelho,"Para quem quer um aparelho para as necessidades básicas, ele é ideal."
Celulares e Smartphones,5,otimo,produto chegou no prazo correto e de acordo com a compra. não temos reclamações
Automotivo,1,Não gostei produto de qualidade 0 não recomendo.,"Olá Boa noite.  Recebi o produto dentro do prazo porém o produto chegou danificado a embalagem de pecima qualidade as molduras quebradas as garras de fixisar ao parachoque, sem contar que a qualidade do peido é muito ruim ."
Celulares e Smartphones,4,Muito bom!,Atendeu todas as minhas expectativas. Dá pra fazer várias cargas sem ter que recarregar o power bank.
Eletrodomésticos,4,Satisfeita!,Sugestão: colocar prateleira no freezer afim de melhorar o armazenamento dos produtos e uso inteligente do espaço.
Móveis,3,Gostei mas veio faltando kit de parafusos,"produto lindo porém o kit de parafuso ou seja o conteúdo da lista de materiais não veio para montar como pede no manual de instruções. Nesta lista contém: 16 caviha, 6 minifix, 6 Tambor, 6 Tapa furo adesivo, 6 Parafuso 3,5x40mm CP, 4 parafuso 5,5x65mm Cb 13,4 bucha 8mm, 20 parafuso 3,5x20mm CP, 1 passa Fio 0mm, 4 parafuso 4,0x30mm CP e 1 cola. Como o produto seria instalado na casa no sítio tivemos que deixar para montar o painel por enquanto."
Suplementos e Vitaminas,1,PRODUTO FALSO,"COMPREI O PRODUTO (APENAS 1 PARA EXPERIMENTAR) DE OUTRO VENDEDOR, E EM 20 DIAS EMAGRECI 4 KG E MEU MARIDO 3 TOMANDO 1 E AS VEZES 2 CAPSULAS POR DIA. COMPRAMOS 4 POTES DE VOCÊS E NÃO FAZ EFEITO NENHUM MESMO TOMANDO ATÉ 4 CAPSULAS POR DIA, E ESTAMOS VOLTANDO A ENGORDAR.  TENHO 2 FRASCOS E MEIO QUERO MEU DINHEIRO DE VOLTA OU QUE ME MANDEM O PRODUTO ORIGINAL POIS ESTE É SÓ FARINHA."
Eletroportáteis,3,Blender cadence,"O blender é bom para o que se destina, misturar pequenas coisas."
TV e Home Theater,2,"ÓTIMA TELA, PÉSSIMAS IMAGENS","A LG faz excelentes hardwares para TV, mas os softwares são sofríveis. Para reproduzir imagens originalmente boas, - NETFLIX, por exemplo - tudo bem, os detalhes e cores são impressionantes, mas para reproduzir canais abertos, a LG não foi feliz. Apresentadores de noticiários viram bonecos de cera. Cenas de novelas tornam-se um show de horrores de efeitos misturados. Numa tela de 55 polegadas, os efeitos-defeitos se ampliam. Não conseguiram compensar satisfatoriamente e com isso os mais exigentes telespectadores ficam frustadíssimos, como eu fiquei. Uma pena."
Games,5,Chegou rapido d++++++++++++,"Comprei, papum, cantou em casa. Topseraaa d+++++++"
Música,2,"Não posso avaliar ainda,pois NÃO recebi o produto",Estou aguardando receber o produto! Não posso fazer nenhuma avaliacao
Informática e Acessórios,1,ruim,produto sem codigo de acesso não consigo mim conecquita toda vez que tento mim conecquita pede uma senha  na qual não veio junto com produto
Celulares e Smartphones,1,produto não entregue,"Como posso avaliar um produto que diz que foi entregue, porem, não foi entregue. Estou aguardando pois quero minha compra em minhas mãos."
Relógios,4,Gostei e recomendo.,"Ótimo produto e com preço acessível, entrega rápida e dentro do prazo!!!"
Beleza e Perfumaria,5,Exelente.,Parabéns à  todos da americana. Pelo ótimo atendimento.
Móveis,1,Recebi meu produto errado diferente do meu pedido,"Recebi meu produto errado diferente do meu pedido , vou ter q aguardar mais 20 dias para separarem meu pedido correto , Só dor de cabeça!"
Beleza e Perfumaria,5,"O produto é fantástico, amei e estou muito satisfeita!!!","O produto é fantástico, amei e estou muito satisfeita!!!"
Utilidades Domésticas,1,Acabamento Fraco,"A estrutura do produto é ótimo, mais o acabamento e todo rebitado nas juntas, deixando o produto muito fraco"
Games,5,Gostei do produto,Produto de qualidade e para quem gosta de coisa boa de verdade....
Instrumentos Musicais,4,Pop Filter,"Muito bom recomendo a loja e o produto, que é de ótima qualidade."
Esporte e Lazer,3,Frete muito caro!!!,"Fazer um pedido na Americanas tá difícil, frete muito caro...  ...Não comprei a bicicleta aimda, esperando baixar o frete!!!"
Automotivo,4,Perfeito,"Muito funciona tranquilo sem muito segredo , conectou,  pareou ele pronto...."
Eletrodomésticos,3,"Produto bom, mas veio avariado","O produto é muito bom, o que é ruim é a burocracia da loja na hora da troca, a minha máquina veio amassada na região dos pés. Com muita conversa com o SAC cheguei a conclusão que não compensaria trocar; teria que deixar a máquina sem usar em casa para retirada (Aprox. 10 dias) a máquina iria para análise técnica (Aprox. 20 dias) depois da análise seria liberado a troca (mais 10 dias para chegar em casa) ou seja, 40 dias sem a máquina que já comprei e paguei, essas previsões de dias são do próprio SAC. Com a tecnologia que temos hoje isso é muito arcaico, poderia apenas mandar uma foto da avaria eles mandaria outra máquina e coletavam esta, ainda fico triste de saber que quase todas lojas de vendas pela internet trabalham desta forma."
Eletroportáteis,4,mixer Black & Decker,Muito bom o produto . Cumpre a proposta. Mas eu esperava uma potência maior .
Informática e Acessórios,4,Ótimo Mouse,"peso ideal, tem seus ajustes de DPI, é bonito, não incomoda na utilização e o material é bom."
Livros,4,engraçadissimo,"muito bom, excelente para dar risadas, muitas histórias fantasticas."
Áudio,1,Péssima,"No dia q chegou o meu fone,chegou com defeito,entrei em contato e ninguém me respondeu nada até o momento.Fiquei muito decepcionada e nunca mais compro nada no site de vcs. Perdeu uma ótima cliente infelizmente. Um descaso total. Péssimo atendimento,  Att,  Heli"
Informática,5,Super recomendo,"Comprei o meu faz 3 anos. Desempenho maravilhoso,nunca deu problema, Estou super satisfeita, Excelente notebook"
TV e Home Theater,5,melhor tv,"A imagem é muito limpa e definida, a internet super rapida, youtube e netflix funcionam super bem."
Celulares e Smartphones,4,Um ótimo Smartphone,"Um produto com um ótimo custo-benefício, com um belíssimo designer e com uma excelente bateria que pode dura por dias."
Utilidades Domésticas,5,Bom demaiiiiiiiiiiiis!,Bom demaiiiiiiiiiis! Tudo de bom!  recomendado!pensei que demorasse mais foi super rápido
"Cama, Mesa e Banho",5,Conforto,"Material de excelente qualidade . Não incomoda pq não faz barulho, branquinho lindo"
Celulares e Smartphones,2,Desapontada,Trava muito. Tive um a3 com tela maior que me roubaram. Não era assim . estou decepcionada
Games,1,"DESRESPEITO, A UM MÊS PRODUTO PAGO E LOJA AINDA NÃO ENVIOU","Comprei na pré venda como muitos aqui e loja ainda não foi capaz de enviar o produto que saiu dia 20/04 não tem em estoque, o que ouve ?! Tem que haver uma explicação, pré venda na Americanas nunca mais!!"
Móveis,4,Gostei do produto,"O frete é caro, considerando preço do produto. Poderiam cobrar fretes mais accessíveis. Acho que verderiam mais."
Áudio,3,Bom produto.,"Produto satisfatório na medida do que pode oferecer não é uma super caixa de som mas a qualidade é boa, a decepção ficou por conta da troca da cor do produto pedi preto e chegou amarelo daí deixei para lá."
Eletroportáteis,4,cafeteira cadence,"prática linda um bom tamanho café quentinho,entrega rápida amei."
Celulares e Smartphones,4,Gostei do produto,Recebi no prazo mais a cor vei trocada e faltou o adaptador para iPhone que está descrito na embalagem
Celulares e Smartphones,5,muito bom o produto.,"recomendo a todos para comprar excelente produto, sempre compro na amerinas ótima loja pra se compra pelo site."
Automotivo,5,excelente,"bom atendimento, entregue antes do prazo marcado, ótima qualidade do produto."
Casa e Construção,1,Comprei uma de uma cor e recebi de outra,"Nao gostei do ocorrido , Comprei uma de uma cor e recebi de outra"
Suplementos e Vitaminas,1,Não recebi o produto,Não recebi o produto. Insatisfeita demais com as lojas Americanas.
Celulares e Smartphones,2,Não cumpre com o prometido no anuncio,"Qualidade muito inferior ao anunciado, não cumpre com oque esta na descrição, o idioma português é falho, a função de mensagem conectada ao Smartphone não funciona, se for citando oque ele não para o modelo vai falar espaço.  Decepção é a melhor definição para esse produto."
Brinquedos,5,Baby a life,Mercadoria chegou super rápido e em perfeito estado.
"Indústria, Comércio e Negócios",5,otimo inveteminato,MUITO BOM ESTE PRODUTO JÁ ESTOU ATENDENDO A MEUS CLIENTES COM RAPIDEZ E SATISFAÇÃO NAS MINHAS CONSTRUÇÕES GOSTARIA TAMBÉM DE PARABENIZAR A LOJA POR TER ME ENTREGUE ANTES DO PRAZO PREVISTO NO DIA DA COMPRA COM ISSO CONSEGUI ATENDER A UM CLIENTE QUE ESTAVA PRECISANDO DE ENCHER UMA LAJE COM URGÊNCIA OBRIGADO A TODOS E PARABENS PELA DEDICAÇÃO
TV e Home Theater,1,como se ainda nem chegou na minha casa voces sao muito abusados é muito desrespeito com as pessoas,já tinha feito o cancelamento deste produto 4 vezes ainda aguardando  o estorno com isso fico só na promessa e tudo isso foi bem antes da greve dos caminhoneiros as lojas americanas.com esta desrespeitando em tudo.
Móveis,1,Material pessimo,"Demora na entrega,material de pessima qualidade nao recomendo nao aprovei"
Informática,4,Pratico rapido e muito leve.,"Produto excelente para o seu dia a dia. Além de rápido e prático, o produto ainda é bem leve para o transporte. Excelente produto!!!"
Instrumentos Musicais,4,PEDALEIRA PARA GUITARRA,"Produto de boa qualidade,inclusive com vários recursos para criação de novos ritmos, atendimento dentro do prazo estipulado, produto enviado conforme anunciado.  Pena que o tempo de gravação limita-se a 30 segundos. Recomendo o produto e vendedor."
Beleza e Perfumaria,4,Gostei sim....mas o preço foi o melhor...,Imbatível o preço...quero mais é mais....quero receber mais ofertas das lojas americanas com todos os produtos.
TV e Home Theater,5,Excelente,Imagem e som são ótimos! A entrega foi realizada no prazo. Recomendo muito!
Saúde,5,Qualidade,"Muito bom, porem o manual não consta o procedimento de acerto do relógio"
Casa e Construção,4,Gostei a temperatura vai de 35 a 60 graus e aquece rápido. Tem que usar misturafor .,"A temperatura mínima deveria ser menor, taime de 10 minutos, mas é  um ótimo aparelho."
Brinquedos,3,ótimo,dentro do esperado funciona direito é legal bbbbbbbbbbbbbbbbb bbbbbbbbbbbbbbb bbbbbbbbbbbbbb
TV e Home Theater,4,Apesar do som vale a pena,"Imagem excelente, não demora igual outras tv... O único porém é o som, não o som em si, mas o volume, muito baixo... Mas resolvi com uma soundbar"
